employees,avg_monthly_income,annual_tax,premises_area,downtime_months,direct_loss,indirect_loss
96,13043.999559230971,164073.97078194973,811.7597879710734,11,7801073.46181402,14063849.918360297
18,20956.59482519615,96121.96929109943,250.59855866364637,7,2410761.6614501574,2443362.209764685
90,17994.918985977747,142808.73361852986,428.82711748836357,9,4404521.040196182,14390423.25713177
137,19274.384555313933,180560.812891721,173.57749329722668,4,1731582.5360685927,10813453.760028357
187,41917.727570132,63332.69745964724,121.97247967519633,1,1189355.1520492989,7532582.422998097
134,32525.063755681877,228717.6026693463,624.4406383603523,8,6156040.58372199,37129441.47621502
66,10230.82645171872,185823.3400927688,229.63649214095753,4,2239091.6594551,3077294.6908557266
153,27172.91062816781,257239.75430266833,106.80937482979388,8,1008282.0927085009,31961529.653957132
83,26315.397074014356,117945.12529779931,902.2430346460852,7,9145265.830393989,15839910.894652128
153,14557.810777781742,275830.2763173136,557.598698796126,2,5590615.487491395,4465831.245714155
142,37045.671544058285,299673.56325761083,177.89679703283542,11,1738665.1627226237,59436323.037948176
62,38083.887535179645,279824.6095944186,100.75482107517223,2,911656.1455070806,4741843.247245124
124,38835.728762083905,244473.11895828854,163.86705074297333,1,1611478.0602756534,4791177.20480774
171,39138.83782234368,253092.20071844518,497.7703783045834,4,5465476.360376246,26235898.986519925
137,10002.113077291871,193436.0606361466,685.0419924104528,4,6736245.734208064,5688291.223205593
69,48156.83215386889,97538.46572815263,659.2160712367432,6,6492682.124907495,18474281.75658655
17,42568.35068218652,219260.17128692934,187.2019319512736,4,1826808.137978444,2863756.048901024
185,46159.26786357141,228188.25051498288,651.8145042458234,1,6719995.762824869,8593451.691595752
86,10625.731812297365,296346.28506697644,434.62234300671946,11,4579579.909763864,10014533.796921782
177,47354.35183142957,185325.32906408046,491.5065950844918,10,4753945.8850524565,89131714.39824714
164,42391.541147524185,117842.2537562641,811.3588859330513,1,7503181.69045593,7151231.399834007
168,43488.765718347946,220918.1304348767,365.87440404565643,6,3596400.1310747303,41587256.99073878
192,13731.49538887874,294843.95491661364,189.64909480518608,6,1846716.1084283565,15762112.489652067
143,39551.1211567439,94303.4770672735,879.7804768880235,4,8706066.152460864,23543814.45264495
195,48396.66758568364,131499.4796339007,251.52404707302108,6,2665394.296916674,57557747.9644837
153,37141.893656726425,185470.23844317027,329.3283770269106,8,3124752.6199339987,45299759.22028947
56,32822.45618498426,92553.6587205012,721.2605559574913,5,7364789.814679084,9159599.77756033
187,47825.18710995988,55555.15987998459,699.3728012047269,5,7143580.108073174,47362300.6121547
121,27717.48486937744,134245.78061031265,810.3800202196372,1,8308000.326806746,3140837.315347373
30,33971.74265241915,266342.7003752645,224.67330937554402,6,2324870.7901502005,6820555.393785465
38,29053.531739774648,60867.09983092871,384.6658986484931,2,3483386.9110785634,2241001.7394513637
56,47313.84885441197,157232.26475422937,169.58907700844804,10,1747173.713816014,28907807.376858078
116,13043.389070620291,240550.19323152062,563.9871898101741,12,5637008.851501268,18366831.89215948
86,30044.788033013927,288295.6492277213,327.94206291176613,6,3166303.853049406,17596190.25797774
184,37478.09765541753,296368.8497511081,704.4888589581346,6,7627269.494493763,40210657.3761114
161,41676.26153688948,155492.34515218541,50.32714958531402,4,525739.2183845082,26995114.987454344
170,33320.74589776545,287596.07359477936,106.69884853660028,6,1023742.7432047405,35522395.8268795
46,46356.70976485816,58854.74332021594,460.9322854933762,6,4499530.790735006,13326873.478145173
25,47679.65787535487,236479.23449963907,960.2749481767901,3,10121206.83100115,3477708.841571324
46,12572.76892774334,210686.50865840324,896.3088179912238,11,8949347.004295556,6080605.7744955765
145,26094.821581654975,112380.46439653807,994.308576658884,2,9298152.552818147,7267984.132274789
117,10938.360868846177,176829.62516991224,445.98871362084265,12,4851742.490520203,15346119.515191888
109,23176.666294977716,82388.4344401239,94.24006196006397,8,930829.9893578151,20118154.735268332
196,31474.728718824084,267899.28773789026,340.6583349187743,3,3411753.8958278485,18672387.42628495
21,46431.79722039795,139474.52138641197,691.9823095652539,2,7078694.61249626,2044720.6788809285
124,43862.17289861611,206511.11761642914,178.40561927904452,9,1709463.5247501538,48835506.1009989
141,15099.989066879429,89694.07157181556,334.97356982200097,3,3566931.088198787,5771420.213494031
173,13721.214989635828,101541.21115780176,103.35785631761574,9,985613.6166072952,22481819.317752723
133,33570.69355026668,297989.092700788,501.2186864707225,5,5072396.537637365,23752769.65825146
134,31284.718898351308,238271.59861033232,248.47464381033353,11,2419333.4921612157,47082786.966144815
64,20655.105657200955,290492.9674435177,136.68562555405225,9,1439651.517947993,11944078.520315588
52,45978.12338215341,123962.79130301104,440.6550190083551,11,4531661.716626939,26747933.454097703
33,47094.65637846214,91140.71915495509,383.6641341554472,9,3802519.753382007,14872332.04454674
101,26104.457533606506,175767.11586970772,560.6418500982177,2,5171597.03335944,5007244.414643655
14,45612.10228454081,173667.07055683585,761.5867225479572,10,7759692.072766816,6328469.143147713
62,25357.955770518907,93736.62843949697,156.94029960517997,5,1580794.6145563845,7649970.0139148
192,39472.673273188004,233304.89239535257,801.569310699508,9,7397049.513454012,64545991.87567217
25,29037.688701908966,140444.38360968351,74.9754808814211,11,757417.5624061003,9196926.547530523
32,14903.326260287318,96591.30773262931,470.9468073710554,8,4864560.416322828,3904022.0943420394
38,47117.36804948086,132995.8486358221,608.0587725415878,6,6100229.6549883755,10199009.75486895
12,28163.863735101466,190914.67490875378,959.1487394828077,3,9352945.17724609,988512.3309104077
191,39379.48161289615,231617.7330451108,595.2268755261672,1,6360853.204037488,7857826.237389392
181,24686.952577251686,170472.72151437114,200.81173360781915,9,2191403.907413091,42650326.95217103
83,10755.235143049387,181398.74745709338,541.6647150767137,6,5115159.779550607,5706955.655806357
149,14021.214347673436,84736.4839856871,425.99474983184535,5,4479358.50696431,11464076.581319053
192,29848.779179596975,278672.731177058,505.38778922023147,3,5162023.474873728,16883063.99827129
91,37598.57428505449,282181.0494980111,237.2421639261329,5,2300096.771276814,16118207.429712242
92,23389.413063171163,220856.64760450093,525.7856901957082,5,5202150.963419913,12245790.65099103
177,37819.53836710601,54407.85223350618,192.537776076333,2,1909324.282862778,12939791.383411312
73,37945.42357727824,184268.5539758315,756.8409266563264,7,7965869.2735369,20119262.514253166
164,38157.436293113235,207304.7430221534,614.210947214318,7,6005796.018437432,42081580.8967753
176,29700.874160820338,298663.5557395275,124.60130701219414,4,1131933.8858807723,22134844.90810686
197,46595.44600486016,299016.7387986992,895.1337445325308,11,8855854.921838963,94775527.67548648
91,29567.860719224624,264402.80883138935,635.5606243848564,9,6653213.2737171715,27542263.815443028
105,28010.60773986553,65957.74800652839,350.3017023714399,8,3710901.4335261127,24030838.645632595
12,17975.23276042508,288319.0976946825,93.3602795509448,1,914374.087060403,223611.06467708165
81,22306.20349425346,203165.3117879998,650.6153609830513,8,6661132.255932146,13038868.236207634
91,11693.379700732134,250221.69261979486,404.76824828092003,8,4291644.433583332,8648311.94889299
47,35341.41174464681,151798.2124214634,912.2371996345632,7,9420401.755873663,12360325.589494536
133,19941.429757083715,129917.36780864744,83.13394107846582,6,917185.495351192,15609210.617791569
113,22166.210179418602,165811.036370952,87.14731357513116,2,932171.9569796856,5362880.207886934
183,40832.58086657285,86718.62824220673,951.8343225615887,5,9313311.702930838,35498275.823629126
156,23088.847326458155,139266.53468832653,966.6302483955309,3,9618193.12184158,11253803.936806377
156,19687.835680525684,264404.37494206964,76.35511543400668,5,828349.2283856856,15251513.308395125
21,16762.309965348228,59487.62156522037,730.2315731942612,5,6874557.961176783,1849711.7117121764
137,40994.336087278236,87719.51170615113,260.42010971239847,9,2595354.3214366296,48531053.96242759
152,15188.250319601077,81279.03991237137,716.3231279717688,7,7844733.376874804,15738724.223518655
25,28150.15041001414,150768.885675057,875.2961568250845,7,9641786.047532218,4667686.976973061
62,30277.204643087774,299246.7252227154,145.78990491916164,12,1479354.3441352835,24157693.46959458
163,37495.596507428585,93339.48255284567,276.82809592393994,2,2537607.4024183797,11938609.341499595
114,35331.33929331982,86370.66239981505,72.87378491017009,7,715719.8920340381,27558831.85346522
143,42428.82691780699,278763.9324440386,91.63835317221876,5,949510.2665077543,29674726.344654463
184,11790.057357049525,270512.62924149144,78.13696530688547,8,750410.5259928795,18012994.524010975
147,21857.628991175887,58060.09249913861,810.6482386050938,11,9056976.065320157,31422978.725937963
139,21205.36475101519,237926.49004482877,333.37804450923784,1,3294556.8024637923,2777460.591807697
32,15840.676223684328,213866.4253691074,518.5508675933896,6,5530337.424475824,3361636.768477081
55,21567.130154257728,241935.20246317724,798.4520504171655,3,7936403.07106566,3660870.445914787
190,22390.61256571614,173625.61369898054,520.1964795713822,10,5282819.618313208,41395586.211077474
9,30875.37847709913,297844.80461207393,457.7362594933663,11,4576903.014557293,3476722.5406817896
9,36548.17915705024,60961.7546777408,60.99454616498587,8,592781.1307724336,2699449.0254979213
98,25244.020544472565,108592.89660095144,589.6375274099183,5,5778222.06900185,13254230.938087376
100,38778.80925253525,149136.49674340378,168.5059242302321,3,1744095.7510189535,11315638.417660275
12,23446.6135431832,162444.48539142578,776.4158287514749,1,7682028.451801568,283118.23694615293
68,21611.34709259041,280341.8506748797,294.8508376242686,7,2883615.739748421,9726698.522669774
142,31647.522234280972,190001.0910193147,690.4780402682223,6,7116693.057870517,28527716.697525732
42,10948.654412231625,61277.74888009847,663.9123514334455,9,7146852.308890541,4408140.333051527
115,13191.564945360014,151965.74085641548,635.8418227835191,9,6903496.477933744,14248790.460688245
116,26718.78174346108,154122.60309226747,303.604407160333,6,2885010.4743545614,17751499.734777614
85,47716.50845567026,291372.7346094462,303.7352883167897,8,2919381.225549842,30307145.06324783
140,38860.47119373694,199799.27275527705,869.8956412692634,1,9263176.642379245,5702295.943147084
108,13525.06278002231,208912.7677897347,62.166965998905646,3,606308.8606592194,4488775.43793972
157,43852.72051123495,228313.2578128177,222.44650178126003,1,2198069.6085253083,6586817.322260193
77,39292.030824327245,242509.82892053082,629.6623717598858,4,5872247.956058472,12564061.522133587
198,34437.86102810613,208762.7675506223,826.1939416830113,6,8558373.004282968,44851641.36767902
182,42811.71842436709,109298.58778348388,390.42823323921573,5,3898444.061177497,38325449.628704794
199,26164.393909718285,268511.4785852911,670.7712856802601,4,7063833.956807056,20828321.69220603
53,18860.04203415411,233029.95010265755,579.2985986392245,2,6025923.412405286,2134052.236929267
40,30480.935564350373,235467.62127423898,111.31309925793363,6,1171713.4062349515,7893466.859960197
130,31953.67022373895,299139.1848086873,640.6626870841442,9,6747650.154265788,37716968.57898566
72,31533.05488039648,250631.633715829,823.2082986588688,10,8072916.6581350025,20894581.910653785
82,32602.951659204213,257287.85078878832,992.8259042844388,9,9921570.00994611,25543056.467403542
109,47948.19672956723,287851.37892753957,78.15806901913672,5,789571.4271820547,25394255.209420633
173,46089.82492384926,87783.49996222346,677.0552639546746,3,6807011.721268089,24445485.353229687
126,45028.68146235758,174431.84411951696,443.82207549056403,3,4590733.571709417,18036074.292611886
123,42056.672436345085,195141.7558976969,59.29849427089502,6,579307.1113282015,32208766.13780069
194,47737.12429061141,132318.9323056144,633.6428965230858,4,6436283.522034276,37285133.90800496
118,13939.78566717613,259850.83597362638,166.30593362785373,11,1615087.4790527865,18297819.866957553
14,20604.930457829578,240604.90541143084,409.6385076796798,3,4148351.6192540885,891105.2423898043
153,29802.237826183395,230220.768627031,298.2987378639822,7,3037716.998142083,32467398.739037275
168,43861.37972493621,299287.35993954167,393.1052321575444,3,3699489.944748033,20999142.107341252
144,30206.628460909298,114845.34335209763,518.0608024259021,1,5272329.458443861,4543486.565193481
95,39921.389573663546,233864.3129188553,391.24905586503877,10,4179548.4526656745,39897233.90080564
6,15558.396209956649,187851.11872647516,575.0952770600622,1,6057595.07809695,108664.40225881326
122,20096.552519062407,128247.29562346902,276.7172057212111,8,2604005.644672814,19012452.490602985
17,39271.043801506894,90146.71768078145,653.5936790569625,11,6122859.938151162,6778007.093591482
185,16589.36035550896,273970.9592668868,861.0748539186108,9,8837003.798439275,26687827.178011306
164,24054.23738619707,198863.87067696132,262.8636945694518,1,2648626.1052252892,3822640.125671399
99,20594.650312542857,256233.45941019867,532.4833550628414,10,5284473.205133789,20672087.530020382
148,23994.46776889914,186336.24600038622,666.2552953223942,4,5832994.3104588855,13634840.47838142
36,38332.96196311881,104994.27016350489,586.3948246527453,8,5562990.788934581,11603360.32050119
36,24713.88724571204,134387.2032750813,397.3669738826147,6,4230119.828399764,5791070.899707312
128,32210.53290431761,145384.71061838663,660.0897226054609,11,6739877.231943834,45761314.63240127
15,13997.275082176386,293233.70312592556,76.83389589957241,10,844696.7160208826,2185183.5029996424
14,42200.70772938511,51408.31959534562,401.41092039661135,9,4188243.1192123303,4754118.335975149
19,24795.545025924992,296416.5057561267,555.981603908953,10,5651490.154600317,4972189.261981071
21,35941.3663613337,295115.40877745766,69.58250089407144,10,641268.774463735,7638561.992986441
172,39015.584066473304,299037.69763253414,532.2663882000847,9,5411932.776535623,57498946.29601437
150,18386.436884468014,169147.04472990867,671.5417377273469,6,6685174.784024661,16396542.908852365
187,45386.999398134,290952.2424052499,771.2473128273929,5,7278157.894407352,47762574.250927106
157,34648.97006427812,148899.79546245682,157.70537733895887,5,1679310.5995479235,29737182.334764805
63,27149.005670059258,56573.610167096675,991.0366311471101,6,9941063.34224038,11199522.494330265
82,17293.407343128783,106086.79659294113,625.8593162683408,4,6388748.006034421,5579684.374757047
128,47692.037516048265,286324.0612343461,395.0341029817135,4,3786914.1258617314,24153189.177395716
118,40202.728165265005,53441.17333385,286.6382117338781,7,2918259.183898796,34867405.61489192
26,18320.982509329955,186498.53385574376,594.2520185992438,2,5894536.647635955,986446.59133191
162,23508.43098896898,68900.39722366976,887.6260648082423,2,9889424.039206168,7853135.454691942
176,42386.97032352293,121599.14460689462,544.5371263342965,4,5295167.718105851,27995572.8565066
36,37827.106528613556,72023.21267797166,678.3984528247122,5,6547641.25016156,6988778.055640359
183,40631.37170862897,264882.1552782641,389.8116175635322,1,3947958.656830933,6899328.323537759
178,27648.044088517297,197767.67741192644,418.744673684524,4,4139821.290528742,17422605.26647494
117,38659.050505686675,275526.6164295782,321.86635048329737,3,3257062.071611978,13376033.412668569
124,25459.74891455655,222088.2998850571,720.3554296498278,5,7795067.342011628,16633294.821685357
153,18450.516677527856,292757.2828112749,391.2281757457368,7,3721311.9991917457,20306906.74889714
126,35307.0813936544,177469.41369010165,231.18058383917727,5,2324874.8074116805,22118342.325502116
36,49040.55702395177,209677.64544071862,400.93054260792604,12,3883956.791960742,19138774.999075696
123,22424.03885581318,194077.20497226415,861.1358474411185,9,8324451.001453635,22949010.6924287
43,28438.783688501586,171065.10736165318,751.3394413980773,7,7461690.892718161,8536453.529090805
16,36960.05484279414,261489.84135575316,367.9088022403857,8,3681016.805656515,4820391.954280295
179,31660.251284899514,211131.28391759004,911.4685165948672,8,9925994.112151802,45348557.78983142
22,43737.11182836197,250328.0662138682,121.09100336159361,7,1179219.0004626024,7500584.958301824
153,40469.708258780636,246590.9841506033,97.26610184296106,6,960623.6984300328,37539222.5976042
145,12331.888154494281,97761.29016382383,171.0968370459792,8,1551777.6144910967,15334618.212588556
153,49936.84935695096,212540.8831294109,160.63201806567292,7,1642886.4294446108,51674651.683194645
130,40096.09814877869,99912.00479533353,133.4425992617235,3,1342558.4438772686,13905085.155438347
140,44556.13265176453,195830.11956094272,678.2754813980928,6,6984515.167003867,39541454.48787171
50,36047.90848381385,219358.67111157512,620.8002606726527,3,6282895.187041097,5824614.737919801
108,44251.40512187049,299308.7678968967,665.2252350526289,11,6049522.767036209,56711930.94534379
139,14495.318997148377,57635.49453743459,703.9477514539285,2,7650302.185423357,3848732.7351670647
155,23909.513422372624,72810.59852843023,769.0357648566459,3,7806582.64912364,10810926.534989119
90,45056.83774417971,69256.67409280787,246.81808111208986,11,2513951.521398416,43427907.33331965
154,18066.208450675687,149590.32156668502,641.1883375730598,7,6976166.6522520725,20059760.77619491
93,13129.68394320091,255397.09037145344,601.0462263695546,4,5863747.87008847,4734299.148474627
26,41524.757597808755,261014.0831967839,946.4770245133001,1,8809417.913042003,1119453.6764899793
96,43419.446225731845,234244.89893028792,270.7493380276661,9,2560192.732426849,39416601.830756046
33,16506.088727596023,274219.5604574869,105.78678765561483,5,1056131.6596907694,2938260.0740088657
17,44173.83931130862,130714.98604236313,670.8203162288161,6,6669971.627008085,4342107.760727487
6,37470.711823886784,72038.66106307477,753.1641982248763,4,8143997.291473734,967760.6530653837
33,30803.307328663355,64538.25699746253,319.03620551717313,1,3252563.313308254,1025451.7393666445
184,43210.0077112554,263033.1799048466,592.3060093926855,1,5492309.095515103,7742866.633311279
31,26769.96997275863,232609.07358842282,106.55926225744305,7,1029302.3774076372,6250026.8107045
54,17759.75824893589,224653.82650278023,962.0425991098746,11,9334175.954286797,10791001.565332415
99,21394.10706442455,134919.08463641722,154.4287246342102,9,1523759.0945873444,20518912.010924213
155,30206.560731732592,144976.29715455655,114.19200934439593,3,1101915.573764448,14826058.883132098
92,31253.23170692703,289528.3822248298,91.90465151988809,7,863091.5550329676,20995012.62648768
48,42223.23305764934,65951.18602448376,455.90831117818504,8,4593078.43437897,16225255.806542475
26,41654.10894609337,243432.93423444816,142.3017562843305,3,1390404.7092240073,3073906.623761262
175,33254.662288183,127408.33092709829,757.4158289077965,8,7096483.977194324,43193862.33722876
169,41231.41933461906,59763.65460313902,903.9304525950854,8,9764346.119772855,62991694.12960488
193,17670.93833174684,235642.527685614,297.20798570861416,4,2962565.1235272395,14086401.49661439
101,12002.581083731773,132727.97141959367,647.3344632888289,4,7117491.8483096035,5217013.741066352
188,44945.352905388005,230536.87968569915,90.22152466122688,3,953036.3404206213,25604239.409679625
7,13022.179750510782,226913.59577953003,417.2362481081556,3,4076152.161708599,328485.7460175571
195,19867.537189759892,183696.71885827876,328.29500775634193,8,3585975.2690106654,31262033.088485062
122,37812.75798497538,244343.2823026372,267.18814161834086,4,2819577.106543226,18744232.48940723
23,26377.917505092366,195259.58104281087,662.4873151472641,2,6433655.067313651,1248735.011780588
27,45052.55879662035,121659.21321206517,173.7165490406095,11,1709815.1262314515,14593750.932490196
161,21919.19178649078,233528.82526610474,867.674997132139,9,8806371.851797752,33317104.59212394
34,10474.853866774372,197284.9539694309,681.5941110502979,8,6742648.919240664,3039740.384402584
43,22026.225622429767,53181.82042248014,725.1984197536551,6,7625928.165068761,5955011.306211666
112,33123.00196739327,275411.04444257735,938.5770932247848,3,9570036.49977166,11740391.081711281
115,25037.535016131733,186410.90458107836,945.2542279273889,9,9948411.167826273,26515248.836656697
29,31394.91023035021,267156.8163698829,574.069707628274,7,5922647.318329884,6728458.82456063
132,45063.924753400745,270684.2097455611,520.6108264216814,5,5029262.856338186,30967286.62093509
115,46499.40216921474,161241.6641837721,368.6125278155646,1,3388507.32351161,5548325.776317363
140,20638.96258616448,176914.99911280774,729.7930296923449,10,7031699.737702395,29023358.22091574
110,28485.618930796027,153938.5969189005,561.2984426308224,5,6205861.437249463,16372764.859955665
190,31965.760609658046,162359.1938270114,936.2313257531184,3,9820978.961589038,17295029.27423647
148,47964.498275529884,273786.78974293196,276.69465127697504,6,2783438.8823410757,43068414.2175156
76,49944.69276657539,247036.00349197775,344.7400519379662,3,3686976.677145149,11453499.015987745
133,19416.289953661064,81631.4190788945,350.2859250489703,8,3508648.287612714,21493189.68138778
112,39079.19485383262,202576.94538502398,815.6985318288716,7,8203308.461297964,29698563.28636895
9,25121.242489327808,298976.6600965856,144.08831525004473,3,1468562.2550319324,732830.259370573
7,10324.327875448529,198887.67530812146,482.8666649395307,3,4729450.942538418,255485.07099918596
197,10370.100897436094,246467.9063982764,456.20170012439496,3,4359270.173520457,6390675.601113705
136,28422.64030249023,242265.36834529272,119.48263996307067,9,1220943.5835503703,31999735.48378296
108,29533.396520173384,137579.38146808214,440.2571486171298,7,4407218.798358447,21385290.20832609
68,10902.787862937706,142962.32567598973,537.7090841197822,3,5313238.934174587,2032992.9304591008
110,37477.096670972096,231019.1054476008,111.84945787966758,3,1148461.927376532,11998758.637532985
102,21760.135543798126,174995.88290120877,534.369022022434,4,5242908.257588839,8951537.72979623
14,32395.724061437977,192642.677282597,961.2760094492311,9,9991709.112689495,4480974.269558161
153,22036.76292661675,228226.4475912094,979.9686070034556,3,9208856.542332802,10850857.65497835
132,16685.37259477229,244393.75675976256,555.0957896603206,11,5196932.405631805,22744586.755406726
50,26286.949543955012,117879.14443326784,539.342085972811,3,5037520.459819402,3897362.2053974075
159,19290.934591620033,86698.43985924072,321.23275809557185,2,3214174.753916271,6278860.864427537
70,31392.039076766723,122948.66168093131,997.2596981264965,9,9302200.348434877,19546863.472425923
173,17953.1412114592,176884.58127301888,310.5177124739647,2,3375561.4673626986,5982508.661436696
116,30336.23906578508,135535.32932425977,480.2562354179585,1,5211755.147598286,3220395.291602831
17,16295.140594754703,192090.68971189845,52.787354912542696,8,538328.2252097345,2213939.4743235903
141,36838.988379431394,63366.43103140711,381.77067636368,9,3994694.1144009004,49787941.15117195
168,40157.50737765696,177437.60290344182,117.8682855783827,11,1128491.8371271922,78591696.8015354
90,14415.76936999735,141996.22673442698,756.6335318658756,5,8004748.769905546,7428397.304800028
94,28712.09648149357,183666.6887232206,582.9637303784357,2,5740717.190502946,5670475.547149179
62,12834.868026194943,155633.3387212442,593.5632834232737,5,5920725.703422548,3845640.621862381
58,33927.2978216801,121056.46265938562,322.18572160471786,5,3190535.9240621156,10121830.917135667
16,20576.171917185813,276026.97636440897,824.1514757403249,9,7947977.047698841,3257825.2739571333
18,31104.978273548313,96191.24710533922,53.10737906468766,1,546560.2148566949,586668.7373083624
125,30698.440375371647,220341.39389513992,366.92112020598245,6,3569973.302419846,22949148.80932536
166,46974.17384775202,281161.1781456035,676.5226159359244,11,6676209.441084039,84813829.85266766
185,31963.328902748915,184667.48992135827,912.5264105460749,5,8089886.059720644,30361552.201705243
125,33319.93918873263,269102.1221448705,272.8851590789714,6,2780005.5729148393,24060616.731923558
24,26066.12503057521,81212.8696083211,564.0450491410471,1,5611444.28471269,667043.4231753278
79,47963.18412731267,173447.192564102,561.0918495066551,7,5347437.158599452,25191575.2639462
148,41087.43637758438,164256.32012023486,880.4656505915149,5,8699694.125974879,28673236.342040863
74,21416.211612113664,52029.70175924872,97.99104508185023,3,957086.2256716383,4672425.507521275
60,43768.38343104928,160814.33533983363,453.25178301717193,11,4182168.6494659954,29839166.610256243
105,27295.8544074036,142257.43909564946,223.34239105233496,6,2414731.965160179,18142657.48142788
190,43146.68574134376,217449.68194365385,70.45597028366814,8,754445.3338212341,67232805.5912598
136,42915.52273174008,284582.4446441296,189.67939349445868,7,1964479.1505878542,39769749.78829216
115,17554.807470514177,71447.77206550913,977.6471392057891,4,10387022.309456924,8035532.591694912
129,38045.64525534307,131869.09667865577,254.10608404425452,10,2477759.3477649726,48091044.163694
136,21625.718772261243,161016.18434856297,938.27923466901,6,9378580.52826759,18667868.209387314
24,21899.706799706728,163796.34450859582,244.9916254993946,5,2384356.445742268,2724458.535976405
142,21853.92307522323,243702.43021056344,934.7304660152603,10,9464984.540907891,33409291.724755887
28,39022.72990239793,160848.9164583602,671.8898884402987,11,7039509.699679364,12634289.262004962
158,19193.041671701445,56790.32536341334,157.55764862683043,7,1569661.0563246508,20972404.25602091
41,10036.23340984361,227526.02364820783,602.8193973702489,5,5639801.260756777,2138410.753009509
58,38609.47413930533,271207.42378641793,352.5883356632647,8,3598991.141170484,18169603.448056914
107,16847.389753405012,178476.17813741823,413.9954981791667,10,4014732.4529764415,18122286.073982205
153,14179.295812313387,195277.13042462635,468.1624099432244,6,4900115.571356528,13614753.490157194
42,19500.644823762406,90734.10974226153,451.5716714038178,5,4939001.595842825,4220356.459272099
178,25196.02089290816,105161.48616973926,680.9034459588775,6,7172071.691714772,26223818.23494979
8,29036.253098928028,108792.55978115294,779.949665161225,10,7715405.988966326,2660500.030045322
192,11782.801628505233,157685.49372032384,362.7188047410653,10,3647965.148331428,22991770.546564493
61,48822.93330509442,282036.3052239105,928.1457636014053,9,9237136.205092056,25709660.47615325
177,38642.522136782325,180446.19167872152,941.5429983179326,8,8992606.210880473,56536428.33518587
24,22927.762612973445,98024.41130033816,88.65591529358623,11,863052.0897636611,5818625.334344943
21,22747.890291415893,116521.9339672374,64.16334943886757,11,636751.0851753311,5446209.698422228
123,27941.701974738375,146003.75743179605,453.81301364350793,6,4487568.99665309,20637181.037545368
75,35049.79291052132,205814.74392319986,611.1129884382756,9,5737019.570917951,23888438.68245138
8,15854.922663558711,160008.28825100133,314.00951007945855,9,3147184.1109633194,1208461.199160567
18,17557.192550598094,148111.21104423126,296.4430635314857,6,2955748.2237251434,1958396.7103380882
7,44377.383313342034,191182.1500997487,694.4171382237312,5,6161787.904100659,1624432.7185549685
84,20250.196955562904,110458.74873861637,621.6190704227913,1,6177679.764763816,1709295.718313826
190,25207.7999190071,69725.81814614555,208.78953124345418,10,1842709.7117969722,52394123.10713883
59,44850.87403800468,56103.57870555553,890.2759151019009,11,8449567.437564716,28347121.991435386
136,36525.9131759929,112814.79086678177,695.9772666530164,9,6548011.264196074,45282686.67778766
124,23668.47517366753,72898.00853611718,394.4474367105579,7,3898750.1832719147,19237702.504779223
28,37347.98182898483,134085.1596301917,699.4434554915925,3,6755892.577638915,2842638.417243778
166,10787.328615256549,243233.3850899389,157.02043242942514,7,1543732.584430349,12473126.546138743
162,39425.70640045461,229073.5826217096,494.8433183453533,4,5418017.202028466,27440271.7540348
86,29480.641620649578,202731.9056970072,210.53518908158134,6,2003555.4751290728,14349377.990909819
151,42527.28589137845,263125.0609698697,89.3596838220148,5,942725.0040082153,33377339.696354814
163,48185.50608025873,120516.90613606917,371.40995677388474,3,3825294.269125716,24991721.403624546
192,47031.541979782734,271263.43825749145,193.1987093067441,11,1968913.478333495,106701442.62920777
64,46370.60173821363,149809.7924172948,651.8420591061335,9,6919987.559284909,27717841.803637132
151,30486.798237355484,150223.32956665664,690.3644993168248,4,6746440.100957688,17726983.195138935
53,24405.684565557523,151337.90340638038,191.25769091527317,5,1898322.8224815216,6132869.439970708
67,28601.412989226912,74523.59156024536,73.38235532325496,3,702747.6498439391,5223792.294676421
114,37595.84013253443,293872.62458276394,803.1700335534024,11,7074406.743368341,51843841.79740303
154,45359.91107484747,84626.6944562898,51.95416969213417,6,522253.65288562316,43775934.1062882
156,18279.452120004782,135221.43111729613,376.7174347245993,10,4091321.8594132657,29546225.568370495
113,46727.72633846812,129825.08008168929,519.8541331433863,4,4838921.668988978,18643890.300035827
80,42607.20927879556,68669.8582041774,827.7100791115112,10,7745832.818757219,35216940.08019056
34,49154.24060712939,88065.03252796916,846.6307106088336,10,8593202.626574054,16953914.416238535
62,45210.07093126749,61214.584046346456,738.6924685799327,9,7303556.537393956,25690290.513263207
121,21197.493187676264,123101.12339012837,284.837741412903,3,3062244.2247113003,7563843.87009583
163,14238.236453761907,266664.2310072266,734.1775876032123,1,7154258.145506353,2362236.9065553118
104,14489.642879663545,134860.55143434613,284.2122379830946,10,3059871.4836728256,14386619.371358916
196,21648.932743131045,80922.9580168448,253.87778214511656,7,2595242.6135927225,29864143.808603346
23,34567.34895938157,211423.4670959795,569.7715565190058,8,6019736.591626198,6087070.2724024495
180,42172.8130438869,299150.22801372764,694.9117216423595,1,6670011.363678564,8004779.859599032
177,45970.01227926259,108080.94738298189,100.39917761609657,8,992827.3889422532,67923795.16962525
98,34950.13537476931,119892.75134264237,107.02147106837802,8,1078935.1477963326,28478195.100434937
187,10225.25250992215,292961.76357019716,794.9621524759503,10,8089790.549092956,17905226.025876377
117,17452.67106074134,94694.07188762179,866.5223884172058,7,8349430.495005922,14412996.167157011
